"Tm","Year","Week","Loc","Tm.Score","Total_Yards.Tot","Total_Yards.Ply","Total_Yards.Y.P","Total_Yards.TO","Pass_Stats.Cmp","Pass_Stats.Att","Pass_Stats.Cmp.","Pass_Stats.Yds","Pass_Stats.TD","Pass_Stats.Int","Pass_Stats.Sk","Pass_Stats.SkYds","Pass_Stats.Rate","Rush_Stats.Yds","Rush_Stats.Y.A","Rush_Stats.TD","Rush_Stats.Att","Penalties.Pen","Penalties.Yds","Opp.Total_Yards.Tot","Opp.Total_Yards.Ply","Opp.Total_Yards.Y.P","Opp.Total_Yards.TO","Opp.Pass_Stats.Cmp","Opp.Pass_Stats.Att","Opp.Pass_Stats.Cmp.","Opp.Pass_Stats.Yds","Opp.Pass_Stats.TD","Opp.Pass_Stats.Int","Opp.Pass_Stats.Sk","Opp.Pass_Stats.SkYds","Opp.Pass_Stats.Rate","Opp.Rush_Stats.Yds","Opp.Rush_Stats.Y.A","Opp.Rush_Stats.TD","Opp.Rush_Stats.Att","Opp.Penalties.Pen","Opp.Penalties.Yds"
"PHI",2019,3,1,24,373,69,5.4058,3,19,36,52.8,246,2,0,3,13,94.6,127,4.23,1,29,4,30,287,60,4.7833,0,18,32,56.3,201,1,0,0,0,85.5,86,3.07,1,32,9,61
"IND",2019,16,1,38,324,62,5.2258,0,14,27,51.9,106,0,0,3,13,63.7,218,6.81,3,27,0,0,286,71,4.0282,4,28,45,62.2,199,0,3,5,37,48,87,4.14,0,5,6,46
"NYJ",2018,15,1,22,318,72,4.4167,2,24,38,63.2,228,2,0,3,25,100,90,2.9,1,30,9,60,286,51,5.6078,0,22,28,78.6,239,2,0,6,55,134.2,47,2.76,0,10,5,43
"DEN",2020,7,1,16,411,76,5.4079,5,24,40,60,234,0,2,3,20,57.7,177,5.36,2,28,5,34,286,51,5.6078,2,17,25,68,185,1,0,4,28,107.6,101,4.59,2,4,1,15
"ATL",2019,2,1,24,367,61,6.0164,4,27,43,62.8,310,3,3,1,10,79.6,57,3.35,0,10,10,58,286,72,3.9722,4,28,48,58.3,237,1,2,3,18,62.4,49,2.33,1,5,7,60
"TAM",2018,10,1,3,501,67,7.4776,5,29,41,70.7,398,0,2,2,8,82,103,4.29,0,1,5,50,286,55,5.2,0,19,27,70.4,170,1,0,3,8,100.5,116,4.64,0,2,8,52
"BAL",2021,3,0,19,387,57,6.7895,2,16,31,51.6,271,1,1,4,16,81,116,5.27,0,4,6,69,285,60,4.75,0,22,31,71,192,0,0,2,25,90.4,93,3.44,2,33,7,35
"KAN",2020,15,0,32,411,92,4.4674,2,26,47,55.3,232,3,0,4,22,92,179,4.37,1,16.884236453202,5,54,285,52,5.4808,2,15,34,44.1,225,3,1,1,9,84.7,60,3.53,1,10,10,93
"ARI",2020,5,0,30,496,68,7.2941,2,27,37,73,369,1,1,1,11,103.4,127,4.23,3,29,10,59,285,64,4.4531,0,18,33,54.5,162,1,0,3,33,82.3,123,4.39,0,32,6,30
"NOR",2018,10,0,51,509,74,6.8784,0,22,27,81.5,265,3,0,0,0,144.6,244,5.19,3,16.884236453202,1,5,284,43,6.6047,3,14,23,60.9,174,1,2,4,24,66.9,110,6.88,1,9,4,26
"CLE",2019,12,1,41,467,67,6.9701,2,24,34,70.6,320,3,1,1,7,118.1,147,4.59,2,27,7,70,284,63,4.5079,3,21,39,53.8,192,2,2,4,22,65.5,92,4.6,1,7,8,94
"TEN",2018,10,1,34,385,63,6.1111,0,17,25,68,235,2,0,2,14,126.9,150,4.17,2,21,4,35,284,65,4.3692,0,23,43,53.5,244,0,0,3,23,72.5,40,2.11,1,6,4,31
"BAL",2018,4,0,26,451,74,6.0946,2,28,42,66.7,355,2,0,2,8,109.5,96,3.2,0,29,7,50,284,59,4.8136,3,27,47,57.4,265,1,1,1,9,72.5,19,1.73,0,15,5,40
"OAK",2019,16,0,24,366,62,5.9032,0,26,30,86.7,267,1,0,3,24,118.2,99,3.41,2,31,5,47,284,56,5.0714,0,27,39,69.2,265,0,0,1,14,89.6,19,1.19,2,9,2,15
"NOR",2020,7,1,27,415,67,6.194,2,30,37,81.1,277,2,0,1,10,117,138,4.76,1,31,6,50,283,43,6.5814,0,23,28,82.1,246,2,0,1,8,128.3,37,2.64,1,13,1,5
"IND",2020,17,1,28,437,64,6.8281,2,17,27,63,164,1,1,0,0,76.8,273,7.38,2,22,1,15,283,65,4.3538,2,26,42,61.9,230,2,0,6,31,95.4,53,3.12,0,10,3,54
"DAL",2019,3,1,31,476,67,7.1045,2,19,32,59.4,241,2,1,1,5,91.4,235,6.91,2,25,8,100,283,68,4.1618,2,20,41,48.8,211,0,0,3,18,66,72,3,0,1,5,35
"DET",2018,9,0,9,209,70,2.9857,2,25,36,69.4,143,0,0,10,56,83,66,2.75,0,1,8,66,283,46,6.1522,3,18,22,81.8,155,1,1,1,9,93.9,128,5.57,1,3,3,15
"HOU",2018,2,0,17,437,62,7.0484,2,22,32,68.8,289,2,1,4,21,107.6,148,5.69,0,34,11,88,283,57,4.9649,0,15,22,68.2,183,2,0,1,8,125.4,100,2.94,0,25,8,70
"DAL",2019,7,1,37,402,66,6.0909,2,21,27,77.8,213,1,1,3,26,100.5,189,5.25,3,21,6,65,283,57,4.9649,5,16,26,61.5,168,1,1,3,23,80.8,115,4.11,0,32,5,40
"CHI",2019,11,0,7,267,74,3.6081,2,25,47,53.2,193,1,1,3,6,62.3,74,3.08,0,1,2,25,283,52,5.4423,3,11,18,61.1,173,0,1,0,0,69.9,110,3.24,2,25,6,34
"SFO",2019,13,0,17,331,52,6.3654,2,15,21,71.4,157,1,0,2,8,110.2,174,6,1,31,6,54,283,62,4.5645,2,14,23,60.9,105,1,0,1,0,86.3,178,4.68,1,23,3,23
"WAS",2019,7,1,0,154,41,3.7561,2,9,12,75,50,0,0,3,27,91.3,104,4,0,34,7,47,283,62,4.5645,2,12,21,57.1,146,0,1,2,5,59.8,137,3.51,0,24,2,20
"NOR",2018,5,1,43,447,63,7.0952,2,26,29,89.7,349,3,0,2,14,153.2,98,3.06,3,27,4,45,283,60,4.7167,3,23,39,59,244,0,1,3,31,69.9,39,2.17,2,8,6,38
"OAK",2018,11,0,23,325,68,4.7794,0,19,31,61.3,173,2,0,4,19,100.5,152,4.61,0,28,4,20,282,52,5.4231,3,9,20,45,128,3,2,1,8,67.9,154,4.97,0,30,7,62
"DAL",2019,12,0,9,321,59,5.4407,2,19,33,57.6,212,0,1,0,0,64.2,109,4.19,0,34,7,50,282,66,4.2727,0,17,37,45.9,181,1,0,2,9,70.8,101,3.74,0,33,6,56
"MIA",2018,9,1,13,168,55,3.0545,0,15,24,62.5,104,0,0,4,35,78.3,64,2.37,0,33,5,55,282,64,4.4063,5,21,39,53.8,202,0,4,4,27,31.8,80,3.81,0,5,5,45
"GNB",2021,4,1,27,367,72,5.0972,2,20,36,55.6,236,2,0,3,12,95.6,131,3.97,1,28,3,25,282,58,4.8621,3,26,40,65,220,1,1,2,12,78.3,62,3.88,1,9,5,34
"WAS",2018,2,1,9,334,71,4.7042,2,33,46,71.7,269,0,0,3,23,88.3,65,2.95,0,4,7,90,281,60,4.6833,3,21,31,67.7,177,2,2,1,2,77.2,104,3.71,1,32,6,26
"NOR",2020,4,0,35,392,69,5.6812,2,19,25,76,228,2,1,2,18,116.4,164,3.9,3,16.884236453202,4,67,281,56,5.0179,2,17,31,54.8,191,3,1,3,15,94.3,90,4.09,1,4,5,49
"HOU",2019,2,1,13,263,63,4.1746,0,16,29,55.2,137,0,0,4,22,70.9,126,4.2,1,29,7,47,281,58,4.8448,2,23,33,69.7,178,1,0,4,35,97.2,103,4.9,0,5,9,70
"NYJ",2019,10,1,34,294,61,4.8197,0,19,30,63.3,218,1,0,2,12,97.9,76,2.62,2,31,7,54,281,63,4.4603,3,26,40,65,258,4,0,6,50,121.7,23,1.35,0,10,6,62
"NOR",2020,10,1,27,237,56,4.2321,3,14,23,60.9,123,1,0,3,16,92.5,114,3.8,2,29,5,61,281,66,4.2576,5,24,39,61.5,232,1,2,2,15,66.9,49,1.96,0,2,6,51
"WAS",2020,16,1,13,386,69,5.5942,5,26,47,55.3,278,1,2,3,13,63.3,108,5.68,0,6,5,26,280,67,4.1791,3,19,28,67.9,167,1,1,4,30,85,113,3.23,1,26,3,35
"LAC",2020,10,0,21,273,63,4.3333,2,20,32,62.5,174,2,1,2,13,86.3,99,3.41,1,31,5,31,280,57,4.9123,2,15,25,60,169,2,0,0,0,106.9,111,3.47,1,27,3,15
"TEN",2018,13,1,26,403,60,6.7167,2,20,35,57.1,273,2,1,3,9,90.4,130,5.91,1,4,8,75,280,65,4.3077,2,17,30,56.7,124,0,1,2,4,53.2,156,4.73,0,28,11,96
"SFO",2020,17,1,23,328,64,5.125,2,25,37,67.6,242,1,0,3,31,98.1,86,3.58,1,1,2,25,280,65,4.3077,0,20,36,55.6,159,2,0,2,22,87.8,121,4.48,1,33,4,35
"LAR",2020,7,1,24,371,68,5.4559,2,23,33,69.7,211,2,0,1,9,108.1,160,4.71,1,25,4,46,279,61,4.5738,3,28,40,70,230,0,2,4,31,66.8,49,2.88,0,10,6,46
"PIT",2019,13,1,20,323,54,5.9815,2,14,21,66.7,199,1,1,1,13,95.7,124,3.88,1,27,10,65,279,63,4.4286,3,18,34,52.9,173,1,1,5,23,67.8,106,4.42,0,1,5,34
"DET",2018,14,0,17,218,55,3.9636,2,15,23,65.2,96,0,0,1,5,74.7,122,3.94,1,30,7,68,279,65,4.2923,2,26,41,63.4,218,0,1,3,22,69.2,61,2.9,0,5,8,83
"IND",2019,8,1,15,318,60,5.3,2,15,25,60,191,0,0,4,11,85.7,127,4.1,1,30,10,103,279,63,4.4286,0,20,32,62.5,166,0,0,3,8,76.8,113,4.04,1,32,10,88
"CHI",2020,16,0,41,391,70,5.5857,2,24,36,66.7,263,2,1,1,2,95.3,128,3.88,3,28,4,40,279,54,5.1667,3,24,37,64.9,203,2,2,1,8,75.4,76,4.75,0,9,10,115
"ATL",2019,13,1,18,348,85,4.0941,4,35,50,70,259,2,2,9,53,83.1,89,3.42,0,34,4,18,279,49,5.6939,0,18,31,58.1,184,1,0,0,0,86,95,5.28,1,8,9,121
"CHI",2018,16,0,14,325,60,5.4167,3,25,29,86.2,235,1,0,3,11,113.5,90,3.21,1,32,4,30,279,54,5.1667,2,22,38,57.9,232,0,1,1,9,65.8,47,3.13,0,14,6,45
"NOR",2018,14,0,28,298,62,4.8065,3,24,31,77.4,198,1,1,1,3,90.9,100,3.33,2,29,6,51,279,65,4.2923,2,18,38,47.4,174,2,1,4,39,71.5,105,4.57,0,3,10,84
"WAS",2019,13,0,29,362,60,6.0333,0,13,25,52,114,0,0,5,33,69.9,248,8.27,3,29,6,65,278,73,3.8082,3,27,46,58.7,213,2,1,7,65,81.6,65,3.25,1,7,5,43
"NWE",2018,13,1,24,471,71,6.6338,2,24,32,75,311,1,1,0,0,102.5,160,4.1,2,16.884236453202,7,60,278,59,4.7119,3,32,44,72.7,183,1,2,2,18,70.4,95,7.31,0,12,5,55
"KAN",2019,14,0,23,346,70,4.9429,3,26,40,65,271,1,1,1,12,83.6,75,2.59,1,31,10,136,278,62,4.4839,2,20,37,54.1,184,1,1,3,20,67.8,94,4.27,1,4,5,25
"GNB",2020,13,1,30,437,61,7.1639,0,25,34,73.5,288,3,0,2,7,128.9,149,5.96,1,2,5,30,278,59,4.7119,2,11,27,40.7,161,1,1,7,27,62,117,4.68,0,2,4,40
"LAC",2019,10,0,24,315,66,4.7727,4,17,31,54.8,169,2,3,5,38,57.5,146,4.87,1,29,8,70,278,55,5.0545,0,21,31,67.7,200,1,0,3,18,98.6,78,3.71,1,5,12,97
"HOU",2018,11,0,23,320,58,5.5172,4,16,24,66.7,181,1,2,3,27,72.9,139,4.48,0,30,7,40,278,73,3.8082,3,18,39,46.2,154,1,2,5,35,47.9,124,4.28,2,31,6,43
"GNB",2021,6,0,24,323,57,5.6667,0,17,23,73.9,169,2,0,3,26,128,154,4.97,1,30,3,51,277,57,4.8596,2,16,27,59.3,137,1,1,4,37,75.2,140,5.38,1,34,7,54
"NYJ",2019,13,0,6,271,69,3.9275,0,28,48,58.3,209,0,0,4,30,71.4,62,3.65,0,10,10,106,277,63,4.3968,0,22,37,59.5,233,1,0,1,10,88,44,1.76,1,2,2,15
"SFO",2018,10,1,23,374,68,5.5,3,27,39,69.2,250,1,2,0,0,73.7,124,4.28,1,31,10,97,277,55,5.0364,0,19,31,61.3,180,3,0,1,8,110.7,97,4.22,0,3,8,78
"SFO",2020,2,0,31,359,59,6.0847,2,22,27,81.5,177,2,1,3,25,107.1,182,6.28,2,31,5,59,277,62,4.4677,0,21,32,65.6,173,1,0,1,6,90.5,104,3.59,0,31,5,65
"CLE",2020,6,0,7,220,54,4.0741,3,15,28,53.6,145,1,2,4,20,53.4,75,3.41,0,4,7,55,277,62,4.4677,0,15,23,65.2,148,1,0,2,20,101.4,129,3.49,3,22,6,45
"PIT",2019,5,1,23,269,51,5.2745,3,21,31,67.7,192,1,1,1,11,83.1,77,4.05,1,6,11,76,277,73,3.7945,4,19,28,67.9,139,1,3,5,22,54.9,138,3.45,1,16.884236453202,11,92
"NWE",2019,13,0,22,448,79,5.6709,2,24,47,51.1,303,3,1,3,23,85.9,145,5,0,31,8,60,276,52,5.3077,0,19,26,73.1,224,4,0,3,16,141,52,2.26,0,3,8,79
"SEA",2018,14,1,21,274,64,4.2813,2,10,20,50,60,0,1,2,12,37.9,214,5.1,1,16.884236453202,4,45,276,56,4.9286,2,20,33,60.6,199,1,0,2,9,89,77,3.67,0,5,4,51
"DEN",2018,17,1,9,370,74,5,5,31,48,64.6,288,1,1,1,4,79.5,82,3.28,0,2,11,99,276,55,5.0182,5,14,24,58.3,160,1,2,1,16,60.4,116,3.87,1,29,6,51
"CHI",2018,2,1,24,271,63,4.3016,3,25,34,73.5,185,2,2,2,15,83,86,3.19,0,33,7,55,276,64,4.3125,3,22,36,61.1,202,2,1,6,24,86.1,74,3.36,0,4,5,37
"KAN",2021,6,0,31,499,78,6.3974,4,32,47,68.1,390,2,2,3,7,90.5,109,3.89,2,32,5,47,276,58,4.7586,3,24,39,61.5,182,1,1,0,0,70.7,94,4.95,0,6,6,44
"PIT",2018,6,0,28,481,67,7.1791,0,32,46,69.6,369,1,0,0,0,100.7,112,5.33,2,5,9,69,275,58,4.7414,0,26,42,61.9,213,2,0,3,16,92.3,62,4.77,1,12,6,30
"JAX",2019,17,1,38,353,66,5.3485,2,27,39,69.2,286,3,1,3,9,106.2,67,2.79,0,1,3,27,275,55,5,3,12,25,48,143,0,0,3,19,69.1,132,4.89,2,33,4,36
"DET",2020,6,0,34,403,70,5.7571,2,19,31,61.3,223,1,1,0,0,80.4,180,4.62,3,16.884236453202,7,60,275,61,4.5082,3,25,44,56.8,231,1,1,1,12,70.5,44,2.75,1,9,5,56
"CLE",2018,2,0,18,327,60,5.45,2,22,30,73.3,234,1,1,3,12,94.6,93,3.44,1,33,4,43,275,61,4.5082,3,28,35,80,213,2,0,3,30,114.6,62,2.7,0,3,4,53
"ARI",2019,14,1,17,236,57,4.1404,4,20,30,66.7,165,2,3,5,29,67.2,71,3.23,0,4,7,75,275,57,4.8246,3,16,19,84.2,135,1,0,3,17,117.5,140,4,0,26,4,20
"SFO",2018,14,1,20,389,66,5.8939,2,20,33,60.6,305,2,1,3,27,102.1,84,2.8,0,29,11,87,274,71,3.8592,0,24,42,57.1,171,1,0,2,15,76.1,103,3.81,1,33,11,62
"MIN",2018,14,0,7,276,56,4.9286,2,20,33,60.6,199,1,0,2,9,89,77,3.67,0,5,4,51,274,64,4.2813,2,10,20,50,60,0,1,2,12,37.9,214,5.1,1,16.884236453202,4,45
"DEN",2019,2,1,14,372,76,4.8947,2,35,50,70,282,1,1,2,10,83.1,90,3.75,0,1,10,81,273,56,4.875,0,16,27,59.3,120,0,0,0,0,70,153,5.28,1,31,7,65
"CAR",2021,5,1,18,267,70,3.8143,4,21,37,56.8,158,1,3,3,19,44.5,109,3.63,0,29,9,69,273,61,4.4754,3,22,37,59.5,182,0,1,2,16,62.7,91,4.14,2,4,6,60
"IND",2019,9,0,24,328,65,5.0462,4,21,31,67.7,189,3,1,5,38,107.9,139,4.79,0,31,7,89,273,61,4.4754,3,26,35,74.3,183,1,1,1,8,84.3,90,3.6,0,2,5,70
"LAR",2019,10,0,12,306,69,4.4348,5,22,42,52.4,218,0,3,4,25,40.1,88,3.83,0,3,10,95,273,68,4.0147,3,22,38,57.9,231,1,0,3,11,85.6,42,1.56,0,33,13,107
"DEN",2018,16,0,14,300,62,4.8387,3,23,37,62.2,200,2,2,1,2,72.1,100,4.17,0,1,11,91,273,57,4.7895,0,19,26,73.1,159,0,0,1,8,89.7,114,3.8,2,29,6,50
"MIA",2020,10,1,29,280,57,4.9123,2,15,25,60,169,2,0,0,0,106.9,111,3.47,1,27,3,15,273,63,4.3333,2,20,32,62.5,174,2,1,2,13,86.3,99,3.41,1,31,5,31
"WAS",2020,11,1,20,325,61,5.3279,2,17,25,68,161,1,1,2,5,83.1,164,4.82,1,25,6,49,272,66,4.1212,3,25,44,56.8,202,1,1,4,31,69.6,70,3.89,0,8,3,31
"CIN",2020,14,1,7,309,70,4.4143,4,28,38,73.7,208,1,0,2,14,96.6,101,3.37,0,29,3,25,272,50,5.44,0,16,23,69.6,171,2,0,2,14,122.6,101,4.04,0,2,5,30
"JAX",2018,7,1,7,259,68,3.8088,4,27,42,64.3,189,1,1,4,28,75.2,70,3.18,0,4,2,15,272,62,4.3871,0,12,24,50,131,1,0,1,8,81.8,141,3.81,1,22,6,35
"SEA",2018,2,0,17,276,64,4.3125,3,22,36,61.1,202,2,1,6,24,86.1,74,3.36,0,4,5,37,271,63,4.3016,3,25,34,73.5,185,2,2,2,15,83,86,3.19,0,33,7,55
"DEN",2019,7,1,6,205,64,3.2031,2,21,34,61.8,134,0,0,9,79,79.7,71,3.38,1,5,4,33,271,58,4.6724,0,20,30,66.7,191,2,0,1,2,106.7,80,2.96,0,33,6,46
"WAS",2019,6,0,17,311,58,5.3621,0,13,25,52,166,2,0,0,0,99.7,145,4.39,0,28,6,56,271,69,3.9275,3,27,43,62.8,187,1,2,5,30,63.8,84,4,1,5,5,45
"TAM",2020,1,0,23,310,65,4.7692,4,23,36,63.9,224,2,2,3,15,78.4,86,3.31,1,34,9,103,271,66,4.1061,0,19,31,61.3,189,2,0,1,9,101.3,82,2.41,1,25,6,119
"DAL",2019,9,0,37,429,65,6.6,3,22,35,62.9,257,3,1,0,0,101.7,172,5.73,0,29,10,104,271,68,3.9853,4,26,41,63.4,171,1,1,5,39,74.2,100,4.55,0,4,8,71
"CIN",2019,13,1,22,277,63,4.3968,0,22,37,59.5,233,1,0,1,10,88,44,1.76,1,2,2,15,271,69,3.9275,0,28,48,58.3,209,0,0,4,30,71.4,62,3.65,0,10,10,106
"BUF",2019,17,1,6,309,61,5.0656,4,21,40,52.5,236,0,2,1,1,49.7,73,3.65,0,7,5,40,271,65,4.1692,2,23,36,63.9,185,1,1,2,14,76,86,3.19,0,33,2,13
"DAL",2019,17,1,47,517,72,7.1806,2,23,33,69.7,294,4,0,3,9,138,223,6.19,1,21,10,81,271,59,4.5932,3,18,37,48.6,183,1,1,2,23,63.6,88,4.4,0,7,2,10
"LAR",2019,3,0,20,344,64,5.375,4,24,38,63.2,254,2,2,2,14,79.7,90,3.75,0,1,7,49,270,63,4.2857,2,18,36,50,175,1,1,3,20,64,95,3.96,0,1,8,60
"CLE",2018,15,0,17,309,61,5.0656,3,18,31,58.1,175,2,1,2,13,83.8,134,4.79,0,32,6,75,270,70,3.8571,3,31,48,64.6,238,0,2,2,19,60.9,32,1.6,1,7,8,51
"TEN",2019,6,0,0,204,62,3.2903,4,20,34,58.8,165,0,3,7,42,39.7,39,1.86,0,5,6,40,270,59,4.5763,2,18,28,64.3,167,0,1,1,10,67.1,103,3.43,1,29,8,51
"MIN",2018,8,1,20,423,67,6.3134,3,31,41,75.6,338,2,1,4,21,107.7,85,3.86,1,4,6,54,270,53,5.0943,2,19,24,79.2,164,1,1,0,0,91.7,106,3.66,1,31,7,64
"MIN",2019,4,0,6,222,58,3.8276,3,27,36,75,182,0,0,6,51,91.6,40,2.5,1,9,7,55,269,67,4.0149,0,24,33,72.7,197,1,0,1,7,98.5,72,2.18,0,28,7,50
"IND",2020,4,0,19,289,68,4.25,0,16,29,55.2,186,1,0,1,4,86.9,103,2.71,0,23,8,76,269,59,4.5593,2,26,42,61.9,241,1,1,1,8,76.4,28,1.75,0,9,8,103
"NWE",2020,1,1,21,357,63,5.6667,2,15,19,78.9,140,0,0,2,15,100.7,217,5.17,3,16.884236453202,3,47,269,58,4.6379,4,20,30,66.7,182,0,3,1,9,44.6,87,3.22,1,33,4,35
"ATL",2019,1,0,12,345,67,5.1493,4,33,46,71.7,272,2,2,4,32,85.8,73,4.29,0,10,9,78,269,49,5.4898,0,8,10,80,97,1,0,1,1,140.8,172,4.53,3,23,11,100
"BAL",2020,16,1,27,432,66,6.5455,2,17,26,65.4,183,2,0,0,0,111.5,249,6.23,1,16.884236453202,10,65,269,59,4.5593,0,24,41,58.5,215,1,0,6,37,84.6,54,4.5,0,11,5,35
"BAL",2019,5,0,26,277,73,3.7945,4,19,28,67.9,139,1,3,5,22,54.9,138,3.45,1,16.884236453202,11,92,269,51,5.2745,3,21,31,67.7,192,1,1,1,11,83.1,77,4.05,1,6,11,76
"WAS",2019,9,0,9,243,49,4.9592,0,15,22,68.2,116,0,0,4,28,86.2,127,5.52,0,3,3,15,268,61,4.3934,0,14,20,70,146,1,0,2,14,110.4,122,3.13,2,16.884236453202,2,20
"NWE",2019,16,1,24,414,68,6.0882,2,26,33,78.8,271,1,0,0,0,111,143,4.09,1,26,3,30,268,53,5.0566,0,13,26,50,176,2,0,4,32,102.7,92,4,0,3,7,46
"TAM",2019,6,1,26,407,75,5.4267,7,30,54,55.6,365,1,5,7,35,46.8,42,3,2,13,9,70,268,63,4.254,2,20,32,62.5,209,2,0,2,18,104.6,59,2.03,2,31,3,30
"PIT",2021,3,1,10,342,77,4.4416,3,38,58,65.5,297,1,2,4,21,70.9,45,3,0,14,10,73,268,42,6.381,2,14,18,77.8,172,3,1,0,0,122.9,96,4,0,1,10,89
"MIN",2018,6,1,27,411,70,5.8714,3,24,34,70.6,216,1,1,4,17,87,195,6.09,2,27,9,52,268,55,4.8727,3,21,31,67.7,208,0,1,4,32,77.4,60,3,1,7,5,30
"LAC",2020,17,0,38,416,69,6.029,0,22,31,71,281,3,0,3,21,134.1,135,3.86,2,26,4,23,268,50,5.36,2,23,32,71.9,217,2,0,1,1,111.2,51,3,1,10,5,69
"CHI",2018,11,1,25,308,71,4.338,4,20,31,64.5,160,1,2,1,5,61.9,148,3.79,0,16.884236453202,5,46,268,62,4.3226,4,30,46,65.2,246,2,2,2,16,76.5,22,1.57,0,13,4,50
"CLE",2018,3,1,21,323,74,4.3649,0,21,37,56.8,190,0,0,4,30,74.2,133,4.03,2,28,5,41,268,63,4.254,4,15,31,48.4,161,0,2,2,8,38.2,107,3.57,2,29,6,55
"PHI",2021,5,0,21,273,61,4.4754,3,22,37,59.5,182,0,1,2,16,62.7,91,4.14,2,4,6,60,267,70,3.8143,4,21,37,56.8,158,1,3,3,19,44.5,109,3.63,0,29,9,69
"LAR",2019,11,1,17,283,52,5.4423,3,11,18,61.1,173,0,1,0,0,69.9,110,3.24,2,25,6,34,267,74,3.6081,2,25,47,53.2,193,1,1,3,6,62.3,74,3.08,0,1,2,25
"BAL",2020,15,1,40,409,64,6.3906,2,19,26,73.1,250,3,1,1,0,125.5,159,4.3,2,22,4,40,267,56,4.7679,2,22,29,75.9,205,2,0,5,21,120.8,62,2.82,0,4,7,67
"IND",2018,11,1,38,397,60,6.6167,0,24,32,75,295,3,0,0,0,134.2,102,3.64,2,32,7,60,267,61,4.377,3,21,29,72.4,176,1,2,5,27,74.4,91,3.37,0,33,8,112
"SFO",2020,4,1,20,417,70,5.9571,4,32,45,71.1,301,1,2,5,37,81.5,116,5.8,2,7,6,42,267,59,4.5254,2,18,28,64.3,174,1,1,3,19,81.4,93,3.32,1,32,3,25
"ARI",2018,8,1,18,321,64,5.0156,3,23,40,57.5,233,2,1,3,19,82.5,88,4.19,0,5,9,62,267,63,4.2381,0,14,28,50,160,1,0,4,30,83.9,107,3.45,0,30,5,59
"SFO",2019,11,1,36,442,66,6.697,3,34,45,75.6,408,4,2,2,16,115.4,34,1.79,0,6,10,127,266,62,4.2903,3,24,33,72.7,131,2,0,4,19,101.8,135,5.4,1,2,10,104
"DAL",2019,4,0,10,257,54,4.7593,4,22,33,66.7,212,0,1,1,11,73.2,45,2.25,1,7,6,64,266,62,4.2903,2,23,30,76.7,149,0,1,5,44,78.9,117,4.33,0,33,9,80
"IND",2020,9,1,10,339,65,5.2154,3,25,44,56.8,227,0,1,0,0,61.5,112,5.33,1,5,4,30,266,63,4.2222,2,19,23,82.6,156,0,0,2,14,97.5,110,2.89,2,23,5,55
"JAX",2018,13,1,6,211,54,3.9074,2,18,24,75,132,0,0,3,18,90.6,79,2.93,0,33,8,74,265,71,3.7324,3,33,52,63.5,224,0,1,3,24,66.8,41,2.56,0,9,6,65
"TEN",2021,3,1,25,368,65,5.6615,4,18,27,66.7,188,3,2,1,9,94.2,180,4.86,0,22,4,24,265,57,4.6491,0,19,37,51.4,178,0,0,2,16,66.7,87,4.83,1,8,4,66
"PHI",2020,8,1,23,222,58,3.8276,5,16,28,57.1,103,2,2,4,29,63.4,119,4.58,0,34,4,28,265,79,3.3544,3,21,40,52.5,132,0,0,4,48,64.6,133,3.8,0,26,7,68
"SEA",2019,3,1,27,514,76,6.7632,2,32,50,64,406,2,0,0,0,102.6,108,4.15,2,34,7,53,265,50,5.3,2,19,27,70.4,177,2,0,0,0,112.7,88,3.83,1,3,11,70
"NYJ",2019,5,0,6,128,55,2.3273,4,15,26,57.7,61,0,2,10,59,37.3,67,3.53,1,6,9,52,265,59,4.4915,2,17,29,58.6,181,1,0,1,8,89.6,84,2.9,1,31,9,76
"WAS",2020,1,1,27,239,70,3.4143,0,17,31,54.8,159,1,0,3,19,82.5,80,2.22,2,21,7,55,265,67,3.9552,4,24,42,57.1,208,2,2,8,62,72.5,57,3.35,0,10,3,20
"PIT",2018,9,0,23,395,76,5.1974,0,29,48,60.4,282,2,0,1,10,91.7,113,4.19,1,33,8,103,265,56,4.7321,0,24,38,63.2,204,0,0,2,14,78.6,61,3.81,1,9,5,25
"CHI",2018,9,0,41,190,46,4.1304,2,12,20,60,126,1,1,1,9,76,64,2.56,2,2,14,129,264,81,3.2593,5,31,49,63.3,166,0,3,4,22,45.3,98,3.5,1,32,10,163
"DET",2018,12,1,16,333,64,5.2031,3,28,38,73.7,222,0,2,2,14,67.4,111,4.63,2,1,5,54,264,57,4.6316,2,28,38,73.7,226,2,0,4,12,107.1,38,2.53,0,14,3,20
"GNB",2018,5,0,23,521,76,6.8553,4,32,52,61.5,423,3,0,4,19,108,98,4.9,0,7,12,112,264,57,4.6316,0,14,26,53.8,170,2,0,3,13,101.9,94,3.36,2,32,8,71
"CAR",2019,4,0,16,297,65,4.5692,4,24,34,70.6,203,0,0,3,29,89.3,94,3.36,1,32,6,35,264,62,4.2581,3,21,34,61.8,128,0,1,6,32,60.9,136,6.18,1,4,7,81
"SEA",2018,4,0,20,331,62,5.3387,0,19,26,73.1,160,0,0,2,12,90.5,171,5.03,2,25,8,57,263,56,4.6964,2,15,27,55.6,171,1,0,1,9,88.5,92,3.29,1,32,5,38
